lineage	count
d_Eukaryota;k_Metazoa;p_Gastrotricha;o_Macrodasyida;f_Thaumastodermatidae;g_Tetranchyroderma;s_Tetranchyroderma quadritentaculatum	13
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Cubozoa	1
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Blenniiformes;f_Gobiesocidae	83
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Alismatales;f_Araceae;g_Spirodela;s_Spirodela polyrhiza	48
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium phytofermentans	19
d_Eukaryota;c_Dinophyceae;o_Gymnodiniales;f_Gymnodiniaceae;g_Lepidodinium	23
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Gobiiformes;f_Gobiidae;g_Boleophthalmus	30
d_Archaea;p_Euryarchaeota;c_Thermococci;o_Thermococcales;f_Thermococcaceae;g_Thermococcus;s_Thermococcus zilligii	106
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Microbotryomycetes;o_Kriegeriales	7
d_Eukaryota;k_Metazoa;p_Ctenophora;c_Tentaculata	10
d_Eukaryota;k_Metazoa;p_Chordata;c_Chondrichthyes;o_Chimaeriformes;f_Callorhinchidae	56
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Palmophyllophyceae;o_Prasinococcales;f_Prasinococcaceae;g_Prasinoderma;s_Prasinoderma coloniale	23
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Gobiiformes;f_Gobiidae;g_Boleophthalmus;s_Boleophthalmus pectinirostris	30
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Cladophialophora;s_Cladophialophora immunda	49
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Exophiala;s_Exophiala oligosperma	196
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Acrosymphytales;f_Schimmelmanniaceae;g_Schimmelmannia;s_Schimmelmannia schousboei	51
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Holocentriformes	28
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Monotremata;f_Tachyglossidae;g_Tachyglossus	12
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales;f_Licmophoraceae;g_Licmophora	65
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Apiosporaceae;g_Arthrinium;s_Arthrinium arundinis	60
d_Eukaryota;k_Metazoa;p_Rotifera;c_Bdelloidea	282
d_Eukaryota;k_Metazoa;p_Chordata;c_Chondrichthyes;o_Orectolobiformes	66
d_Eukaryota;c_Eustigmatophyceae;o_Goniochloridales;g_Trachydiscus;s_Trachydiscus minutus	71132
d_Bacteria;p_Chrysiogenetes;c_Chrysiogenetes	34
d_Eukaryota;p_Ciliophora;c_Phyllopharyngea;o_Chlamydodontida	10
d_Eukaryota;c_Dictyochophyceae;o_Pedinellales;g_Helicopedinella;s_Helicopedinella tricostata	14
d_Eukaryota;p_Bacillariophyta;c_Fragilariophyceae;o_Licmophorales;f_Licmophoraceae;g_Licmophora;s_Licmophora sp.	64
d_Eukaryota;c_Eustigmatophyceae;o_Goniochloridales	71211
d_Eukaryota;p_Tubulinea;c_Elardia;o_Euamoebida	4
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Microbacteriaceae;g_Curtobacterium;s_Curtobacterium albidum	91
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Calanoida;f_Acartiidae;g_Acartia;s_Acartia hudsonica	12
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Sphaeropleales;f_Scenedesmaceae;g_Hariotina	1649
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Zygnemophyceae;o_Zygnematales;f_Mesotaeniaceae;g_Roya;s_Roya anglica	89
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Clupeiformes;f_Denticipitidae	53
d_Bacteria;p_Cyanobacteria;o_Pleurocapsales;f_Hyellaceae;g_Pleurocapsa;s_Pleurocapsa sp. PCC 7319	106
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Fusarium;s_Fusarium verticillioides	78
d_Bacteria;p_Thermotogae;c_Thermotogae;o_Thermotogales;f_Fervidobacteriaceae;g_Fervidobacterium;s_Fervidobacterium thailandense	225
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Calanoida;f_Calanidae;g_Calanus;s_Calanus finmarchicus	33
d_Eukaryota;k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Mollisiaceae;g_Phialocephala;s_Phialocephala scopiformis	184
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Clionaida;f_Spirastrellidae;g_Spirastrella;s_Spirastrella coccinea	13
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Auriculariales;f_Auriculariaceae	38
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Lamiaceae;g_Salvia;s_Salvia miltiorrhiza	57
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Pycnogonida;o_Pantopoda;f_Phoxichilidiidae;g_Phoxichilidium;s_Phoxichilidium femoratum	22
d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Chromatiales;f_Ectothiorhodospiraceae;g_Ectothiorhodospira;s_Ectothiorhodospira mobilis	29
d_Eukaryota;k_Metazoa;p_Mollusca;c_Bivalvia;o_Veneroida;f_Corbiculidae;g_Corbicula	457
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Trypanosomatida;f_Trypanosomatidae;g_Strigomonas;s_Strigomonas galati	20
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Sapindales;f_Anacardiaceae	27
d_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Helcococcus	52
d_Eukaryota;c_Dinophyceae;o_Peridiniales;f_Protoperidiniaceae;g_Islandinium	60
d_Viruses;k_Bamfordvirae;p_Nucleocytoviricota;c_Pokkesviricetes;o_Asfuvirales;f_Asfarviridae;g_Asfivirus	32
d_Eukaryota;c_Eustigmatophyceae;s_Eustigmatophyceae sp. Ndem 8/9T-3m6.8	13104
d_Eukaryota;k_Metazoa;p_Ctenophora;c_Tentaculata;o_Lobata	4
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Malus	41
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Syntrophobacterales;f_Syntrophobacteraceae;g_Desulfoglaeba	25
d_Bacteria;p_Thermotogae;c_Thermotogae;o_Thermotogales;f_Thermotogaceae;g_Thermotoga;s_Thermotoga naphthophila	52
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfofundulus;s_Desulfofundulus thermobenzoicus	21
d_Bacteria;p_Armatimonadetes;c_Fimbriimonadia;o_Fimbriimonadales	178
d_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus casseliflavus	350
d_Viruses;k_Bamfordvirae;p_Preplasmiviricota;c_Tectiliviricetes;o_Rowavirales	4
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Bryopsida;o_Hypnales	12
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Trypanosomatida;f_Trypanosomatidae;g_Strigomonas;s_Strigomonas culicis	11
d_Bacteria;p_Bacteroidetes;c_Sphingobacteriia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Pedobacter;s_Pedobacter antarcticus	101
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptococcaceae;g_Desulfotomaculum	45
d_Eukaryota;c_Polycystinea;o_Collodaria	10
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Bryopsida;o_Pottiales;f_Pottiaceae;g_Syntrichia;s_Syntrichia filaris	17
d_Bacteria;p_Chloroflexi;c_Chloroflexia;o_Chloroflexales;f_Roseiflexaceae;g_Roseiflexus;s_Roseiflexus castenholzii	295
d_Eukaryota;c_Polycystinea	21
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Anabantiformes;f_Anabantidae;g_Anabas;s_Anabas testudineus	42
d_Eukaryota;k_Metazoa;p_Mollusca;c_Bivalvia;o_Veneroida;f_Donacidae	40
d_Eukaryota;k_Metazoa;p_Chordata;c_Ascidiacea;o_Stolidobranchia	26
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Hexanauplia;o_Sessilia	24
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvularculales;f_Parvularculaceae	186
d_Eukaryota;k_Metazoa;p_Rotifera;c_Bdelloidea;o_Adinetida;f_Adinetidae;g_Adineta;s_Adineta vaga	238
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Synbranchiformes;f_Mastacembelidae;g_Mastacembelus;s_Mastacembelus armatus	84
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Anaeroplasmatales;f_Anaeroplasmataceae;g_Anaeroplasma;s_Anaeroplasma abactoclasticum	20
d_Eukaryota;k_Metazoa;p_Ctenophora	12
d_Eukaryota;c_Dinophyceae;o_Gymnodiniales;f_Gymnodiniaceae;g_Lepidodinium;s_Lepidodinium chlorophorum	23
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Alismatales;f_Araceae	48
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Oleaceae	77
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Plocamiales;f_Plocamiaceae;g_Plocamium	56
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Anaeroplasmatales;f_Anaeroplasmataceae;g_Anaeroplasma	20
d_Eukaryota;k_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Lecanorales;f_Cladoniaceae	18
d_Eukaryota;k_Metazoa;p_Chordata;c_Coelacanthimorpha;o_Coelacanthiformes;f_Coelacanthidae;g_Latimeria;s_Latimeria chalumnae	57
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Acrosymphytales;f_Schimmelmanniaceae	51
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Tetraodontiformes;f_Tetraodontidae;g_Takifugu	146
d_Bacteria;p_Chloroflexi;c_Ardenticatenia;o_Ardenticatenales	173
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Parvularculales	186
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Micrococcales;f_Micrococcaceae;g_Paenarthrobacter;s_Paenarthrobacter ureafaciens	32
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Clupeiformes;f_Clupeidae;g_Clupea;s_Clupea pallasii	36
d_Eukaryota;k_Metazoa;p_Tardigrada	30
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Magnaporthales;f_Pyriculariaceae;g_Pyricularia;s_Pyricularia oryzae	19
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Rosales;f_Rosaceae;g_Malus;s_Malus domestica	41
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Mamiellophyceae;o_Dolichomastigales;f_Dolichomastigaceae	12
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Oedogoniales;f_Oedogoniaceae;g_Bulbochaete	783
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Acrospermales;f_Acrospermaceae;g_Pseudovirgaria	121
d_Eukaryota;c_Phaeophyceae;o_Laminariales;f_Laminariaceae;g_Laminaria	60
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Hymenoptera;f_Apidae;g_Bombus;s_Bombus pensylvanicus	15
d_Bacteria;p_Armatimonadetes;c_Fimbriimonadia;o_Fimbriimonadales;f_Fimbriimonadaceae	178
d_Eukaryota;k_Metazoa;p_Cnidaria;c_Anthozoa;o_Actiniaria;f_Actiniidae;g_Actinia;s_Actinia equina	11
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Hildenbrandiales;f_Hildenbrandiaceae;g_Hildenbrandia	15
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Coleoptera;f_Silphidae	190
d_Eukaryota;k_Fungi;p_Microsporidia;f_Pleistophoridae;g_Vavraia	132
d_Eukaryota;k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Mycosphaerellales;f_Mycosphaerellaceae;g_Pseudocercospora	116
d_Eukaryota;k_Metazoa;p_Annelida;c_Polychaeta;o_Sabellida;f_Siboglinidae;g_Riftia	31
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Kiloniellales	89
d_Bacteria;p_Thermotogae;c_Thermotogae;o_Thermotogales;f_Fervidobacteriaceae;g_Fervidobacterium;s_Fervidobacterium pennivorans	29
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Urostylida;f_Pseudourostylidae;g_Pseudourostyla;s_Pseudourostyla cristata	54
d_Eukaryota;k_Fungi;p_Ascomycota;c_Lecanoromycetes;o_Lecanorales	32
d_Bacteria;p_Nitrospinae;c_Nitrospinia;o_Nitrospinales;f_Nitrospinaceae;g_Nitrospina;s_Nitrospina gracilis	21
d_Archaea;p_Euryarchaeota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter	50
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Apiosporaceae;g_Arthrinium	60
d_Eukaryota;c_Pinguiophyceae	13
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Tetrasporales;f_Palmellaceae;g_Palmellopsis	32
d_Eukaryota;k_Fungi;p_Basidiomycota;c_Tremellomycetes;o_Tremellales;f_Cryptococcaceae;g_Cryptococcus;s_Cryptococcus gattii VGI	23
d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Caulobacterales;f_Caulobacteraceae;g_Brevundimonas;s_Brevundimonas diminuta	822
d_Bacteria;p_Firmicutes;c_Tissierellia;o_Tissierellales;f_Peptoniphilaceae;g_Helcococcus;s_Helcococcus kunzii	52
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Podospora;s_Podospora anserina	54
d_Eukaryota;k_Fungi;p_Blastocladiomycota;c_Blastocladiomycetes;o_Blastocladiales;f_Blastocladiaceae;g_Allomyces;s_Allomyces macrogynus	13
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Sphaeropleales;f_Scenedesmaceae;g_Tetradesmus	1068
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Sphaeropleales;f_Selenastraceae;g_Ourococcus	635
d_Eukaryota;p_Tubulinea;c_Elardia	20
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Treponema;s_Treponema succinifaciens	88
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Rhodymeniales	54
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Tetrasporales;f_Palmellaceae;g_Palmellopsis;s_Palmellopsis texensis	32
d_Eukaryota;c_Phaeophyceae;o_Ectocarpales;f_Ishigeaceae;g_Ishige	11
d_Eukaryota;c_Bigyra;o_Bicosoecida;f_Cafeteriaceae;g_Cafeteria	120
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Rhodomelaceae;g_Vertebrata;s_Vertebrata lanosa	14
d_Eukaryota;k_Metazoa;p_Tardigrada;c_Eutardigrada;o_Parachela;f_Hypsibiidae;g_Hypsibius	27
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Urostylida;f_Urostylidae;g_Uroleptus;s_Uroleptus sp. WJC-2003	23
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Malacostraca;o_Mysida;f_Mysidae;g_Mesopodopsis;s_Mesopodopsis zeylanica	34
d_Eukaryota;c_Dictyochophyceae;o_Dictyochales	29
d_Eukaryota;c_Oomycota;o_Leptomitales;g_Apodachlya	19
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Meyerozyma;s_Meyerozyma guilliermondii	83
d_Eukaryota;k_Fungi;p_Ascomycota;c_Lecanoromycetes	45
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Cycadopsida;o_Cycadales	2
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Pedinophyceae;o_Pedinomonadales;f_Pedinomonadaceae;g_Pedinomonas;s_Pedinomonas minor	138
d_Eukaryota;k_Fungi;p_Microsporidia;f_Ordosporidae;g_Ordospora;s_Ordospora colligata	48
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Phacaceae;g_Lepocinclis;s_Lepocinclis steinii	60
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Orthoptera;f_Acrididae;g_Locusta	48
d_Eukaryota;c_Oomycota;o_Leptomitales	19
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Insecta;o_Orthoptera;f_Acrididae;g_Locusta;s_Locusta migratoria	48
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Trebouxiophyceae;o_Trebouxiales;f_Trebouxiaceae;g_Trebouxia;s_Trebouxia sp. TR9	21
d_Eukaryota;k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Pleuroascaceae;g_Venustampulla	32
d_Eukaryota;k_Metazoa;p_Chordata;c_Aves;o_Anseriformes;f_Anatidae;g_Oxyura	14
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Ulvophyceae;o_Oltmansiellopsidales	41
d_Bacteria;p_Firmicutes;c_Negativicutes;o_Veillonellales;f_Veillonellaceae;g_Veillonella;s_Veillonella dispar	45
d_Eukaryota;k_Metazoa;p_Rotifera;c_Bdelloidea;o_Adinetida	238
d_Eukaryota;k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xylariales;f_Xylariaceae	32
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lacrimispora;s_Lacrimispora saccharolytica	74
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Oleaceae;g_Olea	72
d_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Comamonadaceae;g_Delftia;s_Delftia sp. MTQ3	248
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Pinopsida;o_Pinales;f_Pinaceae;g_Picea;s_Picea glauca	218
d_Eukaryota;k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Erysiphales;f_Erysiphaceae;g_Blumeria;s_Blumeria graminis	28
d_Eukaryota;o_Tsukubamonadida	100
d_Eukaryota;k_Metazoa;p_Tardigrada;c_Eutardigrada;o_Parachela;f_Hypsibiidae	27
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Ceramiaceae;g_Ceramium	52
d_Eukaryota;k_Metazoa;p_Gnathostomulida	2
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Urostylida;f_Pseudourostylidae	54
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chaetophorales;f_Aphanochaetaceae	29
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Plocamiales;f_Plocamiaceae	56
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Malacostraca;o_Isopoda	28
d_Eukaryota;k_Fungi;p_Ascomycota;c_Xylonomycetes;o_Xylonales;f_Xylonaceae	56
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Chaetophorales;f_Aphanochaetaceae;g_Aphanochaete;s_Aphanochaete confervicola	17
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Nemaliales;f_Galaxauraceae	20
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Gonorynchiformes;f_Chanidae;g_Chanos;s_Chanos chanos	77
d_Eukaryota;k_Fungi;p_Ascomycota;c_Eurotiomycetes;o_Chaetothyriales;f_Herpotrichiellaceae;g_Capronia;s_Capronia coronata	38
d_Eukaryota;k_Metazoa;p_Echinodermata;c_Holothuroidea;o_Aspidochirotida;f_Holothuriidae	13
d_Eukaryota;k_Fungi;p_Ascomycota;c_Xylonomycetes;o_Xylonales;f_Xylonaceae;g_Xylona;s_Xylona heveae	56
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Cucurbitales;f_Cucurbitaceae;g_Cucumis;s_Cucumis melo	66
d_Eukaryota;c_Dictyochophyceae;o_Dictyochales;g_Dictyocha;s_Dictyocha speculum	29
d_Viruses;k_Shotokuvirae;p_Cossaviricota;c_Quintoviricetes	442
d_Eukaryota;p_Cercozoa;c_Chlorarachniophyceae;g_Lotharella;s_Lotharella oceanica	19
d_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Pseudonocardiales;f_Pseudonocardiaceae;g_Saccharothrix;s_Saccharothrix mutabilis	213
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Tetrasporales;f_Palmellaceae	32
d_Bacteria;p_Cyanobacteria;o_Oscillatoriales;f_Oscillatoriaceae;g_Phormidium;s_Phormidium chalybeum	145
d_Bacteria;p_Chrysiogenetes;c_Chrysiogenetes;o_Chrysiogenales;f_Chrysiogenaceae	34
d_Eukaryota;p_Ciliophora;c_Spirotrichea;o_Pseudoamphisiellida	2
d_Eukaryota;k_Metazoa;p_Chordata;c_Coelacanthimorpha;o_Coelacanthiformes;f_Coelacanthidae;g_Latimeria	60
d_Eukaryota;p_Ciliophora;c_Oligohymenophorea;o_Mobilida;f_Trichodinidae;g_Trichodina;s_Trichodina lieni	242
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Oedogoniales;f_Oedogoniaceae;g_Bulbochaete;s_Bulbochaete rectangularis	781
d_Eukaryota;k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Lachnaceae;g_Lachnellula	22
d_Eukaryota;k_Metazoa;p_Arthropoda;c_Pycnogonida;o_Pantopoda;f_Pycnogonidae;g_Pycnogonum	45
d_Eukaryota;k_Metazoa;p_Chordata;c_Mammalia;o_Monotremata;f_Tachyglossidae	12
d_Eukaryota;p_Heterolobosea;f_Psalteriomonadidae;g_Psalteriomonas;s_Psalteriomonas lanterna	31
d_Eukaryota;k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Pleuroascaceae	32
d_Eukaryota;k_Metazoa;p_Chordata;c_Chondrichthyes;o_Orectolobiformes;f_Rhincodontidae;g_Rhincodon	66
d_Bacteria;p_Armatimonadetes;c_Fimbriimonadia;o_Fimbriimonadales;f_Fimbriimonadaceae;g_Fimbriimonas;s_Fimbriimonas ginsengisoli	178
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Lamiales;f_Lamiaceae	72
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Pleuronectiformes;f_Pleuronectidae;g_Hippoglossus	104
d_Eukaryota;k_Metazoa;p_Chordata;c_Actinopteri;o_Perciformes;f_Nototheniidae;g_Trematomus;s_Trematomus bernacchii	40
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Thiovulaceae;g_Sulfurimonas;s_Sulfurimonas sp. M-126	25
d_Eukaryota;p_Ciliophora;c_Oligohymenophorea;o_Philasterida;f_Philasteridae	82
d_Eukaryota;k_Fungi;p_Zoopagomycota;c_Entomophthoromycetes;o_Entomophthorales	85
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Magnoliopsida;o_Myrtales;f_Lythraceae;g_Punica	19
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Chlorophyceae;o_Tetrasporales	34
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Hildenbrandiales;f_Hildenbrandiaceae	21
d_Eukaryota;k_Metazoa;p_Porifera;c_Demospongiae;o_Clionaida	13
d_Bacteria;p_Tenericutes;c_Mollicutes;o_Anaeroplasmatales;f_Anaeroplasmataceae	20
d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia inulinivorans	47
d_Eukaryota;k_Metazoa;p_Annelida;c_Polychaeta;o_Sabellida;f_Siboglinidae;g_Riftia;s_Riftia pachyptila	31
d_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfobacterales;f_Desulfobacteraceae;g_Desulfatibacillum;s_Desulfatibacillum alkenivorans	65
d_Eukaryota;p_Euglenozoa;c_Euglenida;o_Euglenales;f_Phacaceae;g_Lepocinclis;s_Lepocinclis playfairiana	19
d_Eukaryota;k_Viridiplantae;p_Streptophyta;c_Zygnemophyceae;o_Zygnematales;f_Mesotaeniaceae;g_Roya	141
d_Eukaryota;k_Viridiplantae;p_Chlorophyta;c_Ulvophyceae;o_Oltmansiellopsidales;g_Neodangemannia	41
d_Archaea;p_Euryarchaeota;c_Methanobacteria;o_Methanobacteriales;f_Methanothermaceae;g_Methanothermus;s_Methanothermus sociabilis	18
d_Archaea;p_Euryarchaeota;c_Methanobacteria;o_Methanobacteriales;f_Methanobacteriaceae;g_Methanobrevibacter;s_Methanobrevibacter oralis	17
d_Eukaryota;k_Metazoa;p_Rotifera;c_Bdelloidea;o_Adinetida;f_Adinetidae	238
d_Eukaryota;p_Euglenozoa;c_Kinetoplastea;o_Neobodonida	38
d_Bacteria;p_Proteobacteria;c_Epsilonproteobacteria;o_Campylobacterales;f_Helicobacteraceae;g_Helicobacter;s_Helicobacter baculiformis	173
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Wrangeliaceae	83
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Wrangeliaceae;g_Bornetia;s_Bornetia secundiflora	82
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Wrangeliaceae;g_Bornetia	82
d_Bacteria;p_Spirochaetes;c_Spirochaetia;o_Spirochaetales;f_Spirochaetaceae;g_Spirochaeta;s_Spirochaeta perfilievii	48
d_Bacteria;p_Elusimicrobia;c_Endomicrobia;o_Endomicrobiales;f_Endomicrobiaceae;g_Endomicrobium;s_Candidatus Endomicrobium trichonymphae	320
d_Eukaryota;p_Bacillariophyta;c_Bacillariophyceae;o_Bacillariales;f_Bacillariaceae;g_Nitzschia;s_Nitzschia sp. IriIs04	78
d_Eukaryota;k_Metazoa;p_Platyhelminthes;c_Rhabditophora;o_Tricladida;f_Dugesiidae;g_Dugesia;s_Dugesia japonica	111
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Ceramiaceae;g_Griffithsia	546
d_Eukaryota;k_Metazoa;p_Platyhelminthes;c_Rhabditophora;o_Tricladida;f_Dugesiidae;g_Dugesia	111
d_Eukaryota;k_Fungi;p_Ascomycota;c_Saccharomycetes;o_Saccharomycetales;f_Debaryomycetaceae;g_Candida;s_Candida tropicalis	126
d_Eukaryota;p_Rhodophyta;c_Florideophyceae;o_Ceramiales;f_Ceramiaceae;g_Griffithsia;s_Griffithsia pacifica	343
